alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_nom_fr,"Energie, N x facteur Jones, avec fibres  (kJ/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),AG saturés (g/100 g),Fibres alimentaires (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Vitamine C (mg/100 g)
entrées et plats composés,plats composés,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",874,"55,5",16,"8,15",11,"1,87","1,04","6,03",0,"1,3","< 0,5"
entrées et plats composés,plats composés,"Galette ou pavé au blé et soja (ne convient pas aux véganes ou végétaliens), préemballé",824,"61,7","10,2","13,3","10,2","2,62","1,07","5,36","4,43","1,14","< 0,5"
entrées et plats composés,plats composés,"Galette ou pavé au soja et fromage, préemballé",850,"60,6","16,8","6,08",12,"0,75","4,63","1,8","12,5","1,07","< 0,5"
entrées et plats composés,plats composés,"Galette ou pavé au soja et légumes, préemballé",711,"62,6","13,1","8,36","8,1","3,45","1,04","4,97",0,"0,93","< 0,5"
entrées et plats composés,plats composés,"Galette ou pavé au soja, fromage et légumes, préemballé",751,"62,5","15,1","7,72","9,1","2,03","2,36","2,83","6,12","0,97","< 0,5"
entrées et plats composés,plats composés,"Haché végétal à base de soja, préemballé",580,"67,5","11,5","7,01","5,8","4,19","0,64","5,23",0,"0,78","< 0,5"
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza au fromage ou Pizza margherita, préemballée",951,"49,3","8,93","29,6","7,64","2,72","3,4","1,67","17,2","1,24","5,5"
entrées et plats composés,"pizzas, tartes et crêpes salées","Quiche lorraine, préemballée",1140,"53,2","8,96",21,"16,8","2,67","8,63","1,29","95,4","1,28","0,71"
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon, préemballée",573,0,"5,75","18,7",4,"1,89","0,95","1,2",30,"0,84",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon fromage, préemballée",765,"62,6","8,83","19,1","7,5","1,7","3,9","1,55","15,2","1,1","1,59"
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, préemballée",629,66,"4,83","20,7","5,02","2,7","0,92","1,32",0,"0,99",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte aux légumes, préemballée",902,"57,4",5,"21,8","11,7","3,2",6,"1,7",0,"0,98",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza jambon fromage, préemballée",917,"45,3","10,3",28,"6,69","2,91","3,2","2,34","20,3","1,5","1,45"
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte au fromage, préemballée",1210,"50,5","10,3","20,7",18,"1,63","9,93","1,57","59,1","1,07","0,21"
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte à la provençale, préemballée",1000,"54,3","5,5",20,"14,3","2,9","4,15","5,3","45,4","0,8","4,25"
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza à la viande, type bolognaise, préemballée",952,45,"10,3","27,2","8,03","2,94","2,85","2,16",19,"1,32","4,2"
entrées et plats composés,"pizzas, tartes et crêpes salées",Burritos,709,"62,5",8,"14,3","8,5","1,9","4,33","1,9","29,1","0,75","6,5"
entrées et plats composés,"pizzas, tartes et crêpes salées",Fajitas,665,"63,7","12,7",16,"4,5","2,2","1,96","1,4","30,6","0,89","19,6"
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza au chorizo ou salami, préemballée",1040,"48,2","10,4","26,5","10,7","3,29","4,55","2,04",5,"1,54",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza aux fruits de mer, préemballée",843,0,"10,3","24,6","6,65","1,5","2,5","0,5",0,"1,25",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza au saumon, préemballée",969,"48,3","10,1","26,7","8,78","3,04","2,9","2,31","25,3","1,22","< 0,5"
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza au chèvre et lardons, préemballée",1030,"49,5","10,7","26,9","9,96","3,17","4,83","2,36",0,"1,49",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza aux légumes ou Pizza 4 saisons, préemballée",900,"51,8","8,48","25,7",8,"3,62","3,1","2,81",19,"1,1","1,52"
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza champignons fromage, préemballée",915,0,"7,8","31,6","6,1","1,9","2,1","2,4",0,"1,13",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza 4 fromages, préemballée",1120,"42,6","13,1","28,2","10,5","2,61","5,51","2,7","28,5","1,11","3,64"
entrées et plats composés,"pizzas, tartes et crêpes salées",Pizza (aliment moyen),979,"47,5","10,7","27,3","8,39","2,93","3,93","2,38","20,8","1,27","3,37"
entrées et plats composés,"pizzas, tartes et crêpes salées","Pissaladière, préemballée",1190,0,"6,4","33,8","13,1","2,9","1,5","2,5",0,"2,21",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte à l'oignon, préemballée",1170,0,7,"23,5","17,2","5,63","7,5","1,9",0,"0,87",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza jambon fromage champignons ou pizza royale, reine ou regina, préemballée",863,"54,4","9,54","25,7","6,66","3,16","2,91","2,3","15,6","1,3","4,84"
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel fromage, préemballée",623,"65,5","6,02","17,7","5,75","3,86","2,02","1,05","37,3","0,92","0,37"
entrées et plats composés,"pizzas, tartes et crêpes salées","Flammenkueche ou Tarte flambée aux lardons, préemballée",1260,"40,3","8,81","31,8","14,8","4,15","6,27","1,7","14,2","1,64","0,8"
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon fromage champignon, préemballée",666,"69,4","8,3","16,6","6,3","2,7","1,5","1,2","31,2","0,95","1,23"
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte ou Tourte aux poireaux, préemballée",1020,"54,5","5,76","21,6","14,3","2,34","7,72","2,48","51,1","0,96","< 0,5"
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte au saumon, préemballée",899,"55,3","8,53",21,"10,5","1,63","6,3","1,4","20,9","0,84","1,83"
entrées et plats composés,"pizzas, tartes et crêpes salées","Tourte au riesling, préemballée",1050,0,"10,2","23,7","12,6","2,25","6,2","1,2",0,"1,45",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte à la tomate, préemballée",910,"58,4","5,17","19,3","12,8","4,2","7,67","2,9","32,6","0,8","5,2"
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (oeuf, jambon, fromage), préemballée",873,"56,8","12,7","15,2","9,8","1,1","6,02","4,5",105,"1,12","0,9"
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte aux noix de Saint-Jacques, préemballée",1110,0,"8,25","24,2","14,5","2,5","5,9",3,0,"1,12",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pastilla au poulet, préemballée",910,"54,8","12,3","14,1","12,2","3,85","1,75","1,5",0,"1,5",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza aux lardons, oignons et fromage, préemballée",1070,0,"11,2","27,7","10,6","3,7",6,"2,2",0,"1,1",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette aux noix de St Jacques, préemballée",705,0,"7,7","15,8",8,"2,8","2,4","1,2",0,"1,18",0
entrées et plats composés,"pizzas, tartes et crêpes salées",Tarte ou quiche salée (aliment moyen),1110,"51,9","8,11","22,7","15,6","3,14","7,83","1,76","66,8","1,21","1,38"
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite, préemballée",721,"63,4","5,5","18,5","7,7","3,16","2,48","3,4","34,5","0,76","< 0,5"
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte au maroilles ou Flamiche au maroilles, préemballée",1310,0,"14,1","22,1","18,3","2,8","12,8","2,5",0,"1,66",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée au poisson et / ou fruits de mer, préemballée",857,0,"8,5","14,3","12,4","2,4","6,95","1,6",0,"1,13",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Ficelle picarde, préemballée",631,0,"8,6","11,9","7,5","2,7","2,8","0,6",0,"0,75",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Tarte épinard chèvre, préemballée",1020,"51,7","7,08","22,2","13,6",3,"7,34","2,05","46,4",1,"< 0,5"
entrées et plats composés,"pizzas, tartes et crêpes salées","Tielle sétoise, préemballée",1280,"39,4","8,15","30,9",16,"5,05","2,8","2,95",0,"1,55",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza au thon, préemballée",922,0,"10,8","23,3","8,78","3,47","2,97","2,2",0,"0,99",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza kebab, préemballée",887,0,"9,4","26,6","7,01","3,04","3,5","1,85",0,"1,4",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza au poulet, préemballée",903,"48,3","9,95","27,5","6,68","2,96","3,23","2,32",0,"1,16",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza type raclette ou tartiflette, préemballée",1160,0,"11,8","27,5","12,7","2,77","5,93","2,4",0,"1,55",0
entrées et plats composés,"pizzas, tartes et crêpes salées","Pizza au speck ou jambon cru, préemballée",1010,47,"12,2","25,7","9,43","3,47","4,67","1,6",0,"1,74",0
entrées et plats composés,sandwichs,"Focaccia, garnie",979,0,8,"29,5","8,75","4,25","1,75","2,25",0,"1,45",0
entrées et plats composés,sandwichs,"Fougasse, garnie",1280,"34,4","9,53","38,8","11,8","1,47","2,74","3,2","8,9","1,78","0,1"
entrées et plats composés,sandwichs,"Croque-monsieur, fait maison",-,"45,1","14,3",0,"18,4",0,0,0,"81,7","1,71","0,02"
entrées et plats composés,sandwichs,"Hot-dog, préemballé",1160,"44,5","10,9","26,3","13,8","5,2","5,18","1,6","34,7","1,69","< 0,5"
entrées et plats composés,sandwichs,"Hamburger, provenant de fast food",1030,"46,1","13,3","28,3","8,44","5,95","2,82","1,8",29,"1,23","0,3"
entrées et plats composés,sandwichs,"Cheeseburger, provenant de fast food",1120,"46,3","13,7","23,1","12,9","5,47","5,07","1,8",25,"1,33","0,4"
entrées et plats composés,sandwichs,"Double cheeseburger, provenant de fast food",1250,"43,8","15,5","21,5","16,7",0,"6,32",< 1,"48,4","1,15","0,9"
